Encabezado:
	Formato: multipista sincronica
	Numero de pistas: 4
	Pulsos por negra: 120
Pista 0:
	Tama~no: 124
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
Final de la pista 0.
Pista 1:
	Tama~no: 1845
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[0] Evento: cambio de control, Canal: 0
[0] Evento: cambio de control, Canal: 0
[0] Evento: cambio de programa, Canal: 0
[0] Evento: cambio de control, Canal: 0
[0] Evento: cambio de control, Canal: 0
[0] Evento: cambio de control, Canal: 0
[0] Evento: cambio de control, Canal: 0
[60] Evento: nota encendida, Canal: 0, Nota: E, Octava: 3, Velocidad: 100
[1680] Evento: nota encendida, Canal: 0, Nota: D#, Octava: 3, Velocidad: 0
[1680] Evento: nota encendida, Canal: 0, Nota: E, Octava: 3, Velocidad: 100
[1740] Evento: nota encendida, Canal: 0, Nota: E, Octava: 3, Velocidad: 0
[1740] Evento: nota encendida, Canal: 0, Nota: D#, Octava: 3, Velocidad: 100
[1800] Evento: nota encendida, Canal: 0, Nota: D#, Octava: 3, Velocidad: 0
[1800] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 100
[1860] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 0
[1860] Evento: nota encendida, Canal: 0, Nota: F#, Octava: 3, Velocidad: 100
[1920] Evento: nota encendida, Canal: 0, Nota: F#, Octava: 3, Velocidad: 0
[1980] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 100
[2040] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[2040] Evento: nota encendida, Canal: 0, Nota: E, Octava: 3, Velocidad: 100
[2100] Evento: nota encendida, Canal: 0, Nota: E, Octava: 3, Velocidad: 0
[2100] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 100
[2160] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[2160] Evento: nota encendida, Canal: 0, Nota: E, Octava: 3, Velocidad: 100
[2220] Evento: nota encendida, Canal: 0, Nota: E, Octava: 3, Velocidad: 0
[2220] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 100
[2280] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[2280] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 100
[2340] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 0
[2340] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 100
[2400] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 0
[2460] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 100
[2520] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[2520] Evento: nota encendida, Canal: 0, Nota: E, Octava: 3, Velocidad: 100
[2580] Evento: nota encendida, Canal: 0, Nota: E, Octava: 3, Velocidad: 0
[2580] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 100
[2640] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[2640] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 100
[2700] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 0
[2700] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 100
[2760] Evento: nota encendida, Canal: 0, Nota: F, Octava: 3, Velocidad: 0
[2760] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 100
[2820] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[2820] Evento: nota encendida, Canal: 0, Nota: E, Octava: 3, Velocidad: 100
[2880] Evento: nota encendida, Canal: 0, Nota: E, Octava: 3, Velocidad: 0
[2940] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 100
[3000] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 0
[3000] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 100
[3060] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[3060] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 100
[3120] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 0
[3120] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 100
[3180] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[3180] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 100
[3240] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 0
[3240] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 100
[3300] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 0
[3300] Evento: nota encendida, Canal: 0, Nota: E, Octava: 3, Velocidad: 100
[3360] Evento: nota encendida, Canal: 0, Nota: E, Octava: 3, Velocidad: 0
[3425] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 100
[3485] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 0
[3485] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 100
[3545] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[3545] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 100
[3605] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 0
[3605] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 100
[3665] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[3665] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 100
[3725] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 0
[3725] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 100
[3785] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 0
[3785] Evento: nota encendida, Canal: 0, Nota: E, Octava: 3, Velocidad: 100
[3845] Evento: nota encendida, Canal: 0, Nota: E, Octava: 3, Velocidad: 0
[3900] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 100
[3960] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 0
[3960] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 100
[4020] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[4020] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 100
[4080] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 0
[4080] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 100
[4140] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[4140] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 100
[4200] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 0
[4200] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 100
[4260] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 0
[4260] Evento: nota encendida, Canal: 0, Nota: E, Octava: 3, Velocidad: 100
[4320] Evento: nota encendida, Canal: 0, Nota: E, Octava: 3, Velocidad: 0
[4380] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 100
[4440] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 0
[4440] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 100
[4500] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[4500] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 100
[4560] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 0
[4560] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 100
[4620] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 0
[4620] Evento: nota encendida, Canal: 0, Nota: E, Octava: 3, Velocidad: 100
[4680] Evento: nota encendida, Canal: 0, Nota: E, Octava: 3, Velocidad: 0
[4680] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 100
[4740] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 0
[4740] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 100
[4800] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[4860] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 100
[4920] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 0
[4920] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 100
[4980] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[4980] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 100
[5040] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 0
[5040] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 100
[5100] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[5100] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 100
[5160] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 0
[5160] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 100
[5220] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 0
[5220] Evento: nota encendida, Canal: 0, Nota: D#, Octava: 3, Velocidad: 100
[5280] Evento: nota encendida, Canal: 0, Nota: D#, Octava: 3, Velocidad: 0
[5340] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 100
[5400] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 0
[5400] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 100
[5460] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[5460] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 100
[5520] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 0
[5520] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 100
[5580] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 0
[5580] Evento: nota encendida, Canal: 0, Nota: D#, Octava: 3, Velocidad: 100
[5640] Evento: nota encendida, Canal: 0, Nota: D#, Octava: 3, Velocidad: 0
[5640] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 100
[5700] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 0
[5700] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 100
[5760] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[5820] Evento: nota encendida, Canal: 0, Nota: B, Octava: 2, Velocidad: 100
[5880] Evento: nota encendida, Canal: 0, Nota: B, Octava: 2, Velocidad: 0
[5880] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 100
[5940] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 0
[5940] Evento: nota encendida, Canal: 0, Nota: B, Octava: 2, Velocidad: 100
[6000] Evento: nota encendida, Canal: 0, Nota: B, Octava: 2, Velocidad: 0
[6000] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 100
[6060] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 0
[6060] Evento: nota encendida, Canal: 0, Nota: B, Octava: 2, Velocidad: 100
[6120] Evento: nota encendida, Canal: 0, Nota: B, Octava: 2, Velocidad: 0
[6120] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 3, Velocidad: 100
[6180] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 3, Velocidad: 0
[6180] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 100
[6240] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[6300] Evento: nota encendida, Canal: 0, Nota: B, Octava: 2, Velocidad: 100
[6360] Evento: nota encendida, Canal: 0, Nota: B, Octava: 2, Velocidad: 0
[6360] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 100
[6420] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 0
[6420] Evento: nota encendida, Canal: 0, Nota: B, Octava: 2, Velocidad: 100
[6480] Evento: nota encendida, Canal: 0, Nota: B, Octava: 2, Velocidad: 0
[6480] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 3, Velocidad: 100
[6540] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 3, Velocidad: 0
[6540] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 100
[6600] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[6600] Evento: nota encendida, Canal: 0, Nota: B, Octava: 2, Velocidad: 100
[6660] Evento: nota encendida, Canal: 0, Nota: B, Octava: 2, Velocidad: 0
[6660] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 100
[6720] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 0
[6780] Evento: nota encendida, Canal: 0, Nota: B, Octava: 2, Velocidad: 100
[6840] Evento: nota encendida, Canal: 0, Nota: B, Octava: 2, Velocidad: 0
[6840] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 100
[6900] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 0
[6900] Evento: nota encendida, Canal: 0, Nota: B, Octava: 2, Velocidad: 100
[6960] Evento: nota encendida, Canal: 0, Nota: B, Octava: 2, Velocidad: 0
[6960] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 100
[7020] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 0
[7020] Evento: nota encendida, Canal: 0, Nota: B, Octava: 2, Velocidad: 100
[7080] Evento: nota encendida, Canal: 0, Nota: B, Octava: 2, Velocidad: 0
[7080] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 3, Velocidad: 100
[7140] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 3, Velocidad: 0
[7140] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 100
[7200] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[7260] Evento: nota encendida, Canal: 0, Nota: B, Octava: 2, Velocidad: 100
[7320] Evento: nota encendida, Canal: 0, Nota: B, Octava: 2, Velocidad: 0
[7320] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 100
[7380] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 0
[7380] Evento: nota encendida, Canal: 0, Nota: B, Octava: 2, Velocidad: 100
[7440] Evento: nota encendida, Canal: 0, Nota: B, Octava: 2, Velocidad: 0
[7440] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 3, Velocidad: 100
[7500] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 3, Velocidad: 0
[7500] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 100
[7560] Evento: nota encendida, Canal: 0, Nota: D, Octava: 3, Velocidad: 0
[7560] Evento: nota encendida, Canal: 0, Nota: B, Octava: 2, Velocidad: 100
[7620] Evento: nota encendida, Canal: 0, Nota: B, Octava: 2, Velocidad: 0
[7620] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 100
[7680] Evento: nota encendida, Canal: 0, Nota: C, Octava: 3, Velocidad: 0
[7680] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 100
[8400] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 0
[8640] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 100
[9600] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 0
[9600] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 100
[10320] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 0
[10560] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 100
[11280] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 0
[11520] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 100
[12180] Evento: nota encendida, Canal: 0, Nota: E, Octava: 3, Velocidad: 100
[12240] Evento: nota encendida, Canal: 0, Nota: E, Octava: 3, Velocidad: 0
[12240] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[12240] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 100
[12300] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 100
[12360] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 0
[12360] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[12360] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 100
[12420] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 100
[12480] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 0
[12480] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[12480] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 100
[13440] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 0
[13440] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 100
[13455] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 100
[13470] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 0
[13470] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[13470] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 100
[13485] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 0
[13485] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 100
[14130] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 0
[14160] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 100
[14160] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 3, Velocidad: 100
[14220] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 0
[14220] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 100
[14280] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[14280] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 3, Velocidad: 0
[14280] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 100
[14340] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 0
[14340] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 100
[14400] Evento: nota encendida, Canal: 0, Nota: A, Octava: 3, Velocidad: 0
[14400] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 100
[15360] Evento: nota encendida, Canal: 0, Nota: B, Octava: 3, Velocidad: 0
[15360] Evento: nota encendida, Canal: 0, Nota: E, Octava: 5, Velocidad: 100
[16020] Evento: nota encendida, Canal: 0, Nota: E, Octava: 5, Velocidad: 0
[16020] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 100
[16080] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 0
[16080] Evento: nota encendida, Canal: 0, Nota: D, Octava: 5, Velocidad: 100
[16140] Evento: nota encendida, Canal: 0, Nota: D, Octava: 5, Velocidad: 0
[16140] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 100
[16200] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 0
[16200] Evento: nota encendida, Canal: 0, Nota: B, Octava: 4, Velocidad: 100
[16260] Evento: nota encendida, Canal: 0, Nota: B, Octava: 4, Velocidad: 0
[16260] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 100
[16320] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 0
[16320] Evento: nota encendida, Canal: 0, Nota: B, Octava: 4, Velocidad: 100
[17280] Evento: nota encendida, Canal: 0, Nota: B, Octava: 4, Velocidad: 0
[17280] Evento: nota encendida, Canal: 0, Nota: D, Octava: 5, Velocidad: 100
[17940] Evento: nota encendida, Canal: 0, Nota: D, Octava: 5, Velocidad: 0
[17940] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 100
[18000] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 0
[18000] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 100
[18060] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 0
[18060] Evento: nota encendida, Canal: 0, Nota: B, Octava: 4, Velocidad: 100
[18120] Evento: nota encendida, Canal: 0, Nota: B, Octava: 4, Velocidad: 0
[18120] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 100
[18180] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 0
[18180] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 4, Velocidad: 100
[18240] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 4, Velocidad: 0
[18240] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 100
[19200] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 0
[19200] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 100
[19860] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 0
[19860] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 100
[19920] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 0
[19920] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 100
[19980] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 0
[19980] Evento: nota encendida, Canal: 0, Nota: B, Octava: 4, Velocidad: 100
[20040] Evento: nota encendida, Canal: 0, Nota: B, Octava: 4, Velocidad: 0
[20040] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 100
[20100] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 0
