Encabezado:
	Formato: multipista sincronica
	Numero de pistas: 9
	Pulsos por negra: 384
Pista 0:
	Tama~no: 26
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
Final de la pista 0.
Pista 1:
	Tama~no: 690
[0] Evento: metaevento, Canal: 15
[0] Evento: cambio de control, Canal: 0
[0] Evento: cambio de programa, Canal: 0
[0] Evento: cambio de control, Canal: 0
[0] Evento: cambio de control, Canal: 0
[0] Evento: cambio de control, Canal: 0
[0] Evento: metaevento, Canal: 15
[768] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[7680] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[8060] Evento: nota apagada, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[8064] Evento: nota encendida, Canal: 0, Nota: B, Octava: 4, Velocidad: 27
[8828] Evento: nota apagada, Canal: 0, Nota: B, Octava: 4, Velocidad: 27
[8832] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 4, Velocidad: 27
[9212] Evento: nota apagada, Canal: 0, Nota: G#, Octava: 4, Velocidad: 27
[9216] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 27
[9980] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 27
[9984] Evento: nota encendida, Canal: 0, Nota: B, Octava: 4, Velocidad: 27
[10364] Evento: nota apagada, Canal: 0, Nota: B, Octava: 4, Velocidad: 27
[10368] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 27
[11132] Evento: nota apagada, Canal: 0, Nota: C, Octava: 5, Velocidad: 27
[11136] Evento: nota encendida, Canal: 0, Nota: D, Octava: 5, Velocidad: 27
[11516] Evento: nota apagada, Canal: 0, Nota: D, Octava: 5, Velocidad: 27
[11520] Evento: nota encendida, Canal: 0, Nota: E, Octava: 5, Velocidad: 27
[12092] Evento: nota apagada, Canal: 0, Nota: E, Octava: 5, Velocidad: 27
[12096] Evento: nota encendida, Canal: 0, Nota: F, Octava: 5, Velocidad: 27
[12284] Evento: nota apagada, Canal: 0, Nota: F, Octava: 5, Velocidad: 27
[12288] Evento: nota encendida, Canal: 0, Nota: E, Octava: 5, Velocidad: 27
[12668] Evento: nota apagada, Canal: 0, Nota: E, Octava: 5, Velocidad: 27
[12672] Evento: nota encendida, Canal: 0, Nota: D, Octava: 5, Velocidad: 27
[13436] Evento: nota apagada, Canal: 0, Nota: D, Octava: 5, Velocidad: 27
[13440] Evento: nota encendida, Canal: 0, Nota: B, Octava: 4, Velocidad: 27
[13820] Evento: nota apagada, Canal: 0, Nota: B, Octava: 4, Velocidad: 27
[13824] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 27
[14396] Evento: nota apagada, Canal: 0, Nota: G, Octava: 4, Velocidad: 27
[14400] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[14588] Evento: nota apagada, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[14592] Evento: nota encendida, Canal: 0, Nota: B, Octava: 4, Velocidad: 27
[14972] Evento: nota apagada, Canal: 0, Nota: B, Octava: 4, Velocidad: 27
[14976] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 27
[15548] Evento: nota apagada, Canal: 0, Nota: C, Octava: 5, Velocidad: 27
[15552] Evento: nota encendida, Canal: 0, Nota: B, Octava: 4, Velocidad: 27
[15740] Evento: nota apagada, Canal: 0, Nota: B, Octava: 4, Velocidad: 27
[15744] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[16124] Evento: nota apagada, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[16128] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 4, Velocidad: 27
[16700] Evento: nota apagada, Canal: 0, Nota: G#, Octava: 4, Velocidad: 27
[16704] Evento: nota encendida, Canal: 0, Nota: F#, Octava: 4, Velocidad: 27
[16892] Evento: nota apagada, Canal: 0, Nota: F#, Octava: 4, Velocidad: 27
[16896] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 4, Velocidad: 27
[17276] Evento: nota apagada, Canal: 0, Nota: G#, Octava: 4, Velocidad: 27
[17280] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[18428] Evento: nota apagada, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[18432] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[19580] Evento: nota apagada, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[19584] Evento: nota encendida, Canal: 0, Nota: G, Octava: 5, Velocidad: 27
[20732] Evento: nota apagada, Canal: 0, Nota: G, Octava: 5, Velocidad: 27
[20736] Evento: nota encendida, Canal: 0, Nota: G, Octava: 5, Velocidad: 27
[21308] Evento: nota apagada, Canal: 0, Nota: G, Octava: 5, Velocidad: 27
[21312] Evento: nota encendida, Canal: 0, Nota: F#, Octava: 5, Velocidad: 27
[21500] Evento: nota apagada, Canal: 0, Nota: F#, Octava: 5, Velocidad: 27
[21504] Evento: nota encendida, Canal: 0, Nota: E, Octava: 5, Velocidad: 27
[21884] Evento: nota apagada, Canal: 0, Nota: E, Octava: 5, Velocidad: 27
[21888] Evento: nota encendida, Canal: 0, Nota: D, Octava: 5, Velocidad: 27
[22652] Evento: nota apagada, Canal: 0, Nota: D, Octava: 5, Velocidad: 27
[22656] Evento: nota encendida, Canal: 0, Nota: B, Octava: 4, Velocidad: 27
[23036] Evento: nota apagada, Canal: 0, Nota: B, Octava: 4, Velocidad: 27
[23040] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 27
[23612] Evento: nota apagada, Canal: 0, Nota: G, Octava: 4, Velocidad: 27
[23616] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[23804] Evento: nota apagada, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[23808] Evento: nota encendida, Canal: 0, Nota: B, Octava: 4, Velocidad: 27
[24188] Evento: nota apagada, Canal: 0, Nota: B, Octava: 4, Velocidad: 27
[24192] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 27
[24956] Evento: nota apagada, Canal: 0, Nota: C, Octava: 5, Velocidad: 27
[24960] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[25340] Evento: nota apagada, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[25344] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[25916] Evento: nota apagada, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[25920] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 4, Velocidad: 27
[26108] Evento: nota apagada, Canal: 0, Nota: G#, Octava: 4, Velocidad: 27
[26112] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[26492] Evento: nota apagada, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[26496] Evento: nota encendida, Canal: 0, Nota: B, Octava: 4, Velocidad: 27
[27260] Evento: nota apagada, Canal: 0, Nota: B, Octava: 4, Velocidad: 27
[27264] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 4, Velocidad: 27
[27644] Evento: nota apagada, Canal: 0, Nota: G#, Octava: 4, Velocidad: 27
[27648] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 27
[28796] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 27
[28800] Evento: nota encendida, Canal: 0, Nota: G, Octava: 5, Velocidad: 27
[29948] Evento: nota apagada, Canal: 0, Nota: G, Octava: 5, Velocidad: 27
[29952] Evento: nota encendida, Canal: 0, Nota: G, Octava: 5, Velocidad: 27
[30524] Evento: nota apagada, Canal: 0, Nota: G, Octava: 5, Velocidad: 27
[30528] Evento: nota encendida, Canal: 0, Nota: F#, Octava: 5, Velocidad: 27
[30716] Evento: nota apagada, Canal: 0, Nota: F#, Octava: 5, Velocidad: 27
[30720] Evento: nota encendida, Canal: 0, Nota: E, Octava: 5, Velocidad: 27
[31100] Evento: nota apagada, Canal: 0, Nota: E, Octava: 5, Velocidad: 27
[31104] Evento: nota encendida, Canal: 0, Nota: D, Octava: 5, Velocidad: 27
[31868] Evento: nota apagada, Canal: 0, Nota: D, Octava: 5, Velocidad: 27
[31872] Evento: nota encendida, Canal: 0, Nota: B, Octava: 4, Velocidad: 27
[32252] Evento: nota apagada, Canal: 0, Nota: B, Octava: 4, Velocidad: 27
[32256] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 27
[32828] Evento: nota apagada, Canal: 0, Nota: G, Octava: 4, Velocidad: 27
[32832] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[33020] Evento: nota apagada, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[33024] Evento: nota encendida, Canal: 0, Nota: B, Octava: 4, Velocidad: 27
[33404] Evento: nota apagada, Canal: 0, Nota: B, Octava: 4, Velocidad: 27
[33408] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 27
[33980] Evento: nota apagada, Canal: 0, Nota: C, Octava: 5, Velocidad: 27
[33984] Evento: nota encendida, Canal: 0, Nota: B, Octava: 4, Velocidad: 27
[34172] Evento: nota apagada, Canal: 0, Nota: B, Octava: 4, Velocidad: 27
[34176] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[34556] Evento: nota apagada, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[34560] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 4, Velocidad: 27
[35132] Evento: nota apagada, Canal: 0, Nota: G#, Octava: 4, Velocidad: 27
[35136] Evento: nota encendida, Canal: 0, Nota: F#, Octava: 4, Velocidad: 27
[35324] Evento: nota apagada, Canal: 0, Nota: F#, Octava: 4, Velocidad: 27
[35328] Evento: nota encendida, Canal: 0, Nota: G#, Octava: 4, Velocidad: 27
[35708] Evento: nota apagada, Canal: 0, Nota: G#, Octava: 4, Velocidad: 27
[35712] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[36860] Evento: nota apagada, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[36864] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[37628] Evento: nota apagada, Canal: 0, Nota: A, Octava: 4, Velocidad: 27
[37628] Evento: metaevento, Canal: 15
Final de la pista 1.
Pista 2:
	Tama~no: 1680
[0] Evento: metaevento, Canal: 15
[0] Evento: cambio de control, Canal: 1
[0] Evento: cambio de programa, Canal: 1
[0] Evento: cambio de control, Canal: 1
[0] Evento: cambio de control, Canal: 1
[0] Evento: cambio de control, Canal: 1
[0] Evento: metaevento, Canal: 15
[1152] Evento: nota encendida, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[1344] Evento: nota encendida, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[1532] Evento: nota apagada, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[1536] Evento: nota encendida, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[1724] Evento: nota apagada, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[1728] Evento: nota encendida, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[1916] Evento: nota apagada, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[1920] Evento: nota encendida, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[2108] Evento: nota apagada, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[2112] Evento: nota encendida, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[2300] Evento: nota apagada, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[2300] Evento: nota apagada, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[2304] Evento: nota encendida, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[2496] Evento: nota encendida, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[2684] Evento: nota apagada, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[2688] Evento: nota encendida, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[2876] Evento: nota apagada, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[2880] Evento: nota encendida, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[3068] Evento: nota apagada, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[3072] Evento: nota encendida, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[3260] Evento: nota apagada, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[3264] Evento: nota encendida, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[3452] Evento: nota apagada, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[3452] Evento: nota apagada, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[3456] Evento: nota encendida, Canal: 1, Nota: G, Octava: 3, Velocidad: 31
[3648] Evento: nota encendida, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[3836] Evento: nota apagada, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[3840] Evento: nota encendida, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[4028] Evento: nota apagada, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[4032] Evento: nota encendida, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[4220] Evento: nota apagada, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[4224] Evento: nota encendida, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[4412] Evento: nota apagada, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[4416] Evento: nota encendida, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[4604] Evento: nota apagada, Canal: 1, Nota: G, Octava: 3, Velocidad: 31
[4604] Evento: nota apagada, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[4608] Evento: nota encendida, Canal: 1, Nota: G, Octava: 3, Velocidad: 31
[4800] Evento: nota encendida, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[4988] Evento: nota apagada, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[4992] Evento: nota encendida, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[5180] Evento: nota apagada, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[5184] Evento: nota encendida, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[5372] Evento: nota apagada, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[5376] Evento: nota encendida, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[5564] Evento: nota apagada, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[5568] Evento: nota encendida, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[5756] Evento: nota apagada, Canal: 1, Nota: G, Octava: 3, Velocidad: 31
[5756] Evento: nota apagada, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[5760] Evento: nota encendida, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[5952] Evento: nota encendida, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[6140] Evento: nota apagada, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[6144] Evento: nota encendida, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[6332] Evento: nota apagada, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[6336] Evento: nota encendida, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[6524] Evento: nota apagada, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[6528] Evento: nota encendida, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[6716] Evento: nota apagada, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[6720] Evento: nota encendida, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[6908] Evento: nota apagada, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[6908] Evento: nota apagada, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[6912] Evento: nota encendida, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[7104] Evento: nota encendida, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[7292] Evento: nota apagada, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[7296] Evento: nota encendida, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[7484] Evento: nota apagada, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[7488] Evento: nota encendida, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[7676] Evento: nota apagada, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[7680] Evento: nota encendida, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[7868] Evento: nota apagada, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[7872] Evento: nota encendida, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[8060] Evento: nota apagada, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[8060] Evento: nota apagada, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[8064] Evento: nota encendida, Canal: 1, Nota: E, Octava: 3, Velocidad: 31
[8256] Evento: nota encendida, Canal: 1, Nota: G#, Octava: 4, Velocidad: 31
[8444] Evento: nota apagada, Canal: 1, Nota: G#, Octava: 4, Velocidad: 31
[8448] Evento: nota encendida, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[8636] Evento: nota apagada, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[8640] Evento: nota encendida, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[8828] Evento: nota apagada, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[8832] Evento: nota encendida, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[9020] Evento: nota apagada, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[9024] Evento: nota encendida, Canal: 1, Nota: G#, Octava: 4, Velocidad: 31
[9212] Evento: nota apagada, Canal: 1, Nota: E, Octava: 3, Velocidad: 31
[9212] Evento: nota apagada, Canal: 1, Nota: G#, Octava: 4, Velocidad: 31
[9216] Evento: nota encendida, Canal: 1, Nota: E, Octava: 3, Velocidad: 31
[9408] Evento: nota encendida, Canal: 1, Nota: G#, Octava: 4, Velocidad: 31
[9596] Evento: nota apagada, Canal: 1, Nota: G#, Octava: 4, Velocidad: 31
[9600] Evento: nota encendida, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[9788] Evento: nota apagada, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[9792] Evento: nota encendida, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[9980] Evento: nota apagada, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[9984] Evento: nota encendida, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[10172] Evento: nota apagada, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[10176] Evento: nota encendida, Canal: 1, Nota: G#, Octava: 4, Velocidad: 31
[10364] Evento: nota apagada, Canal: 1, Nota: E, Octava: 3, Velocidad: 31
[10364] Evento: nota apagada, Canal: 1, Nota: G#, Octava: 4, Velocidad: 31
[10368] Evento: nota encendida, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[10560] Evento: nota encendida, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[10748] Evento: nota apagada, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[10752] Evento: nota encendida, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[10940] Evento: nota apagada, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[10944] Evento: nota encendida, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[11132] Evento: nota apagada, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[11136] Evento: nota encendida, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[11324] Evento: nota apagada, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[11328] Evento: nota encendida, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[11516] Evento: nota apagada, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[11516] Evento: nota apagada, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[11520] Evento: nota encendida, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[11712] Evento: nota encendida, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[11900] Evento: nota apagada, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[11904] Evento: nota encendida, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[12092] Evento: nota apagada, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[12096] Evento: nota encendida, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[12284] Evento: nota apagada, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[12288] Evento: nota encendida, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[12476] Evento: nota apagada, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[12480] Evento: nota encendida, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[12668] Evento: nota apagada, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[12668] Evento: nota apagada, Canal: 1, Nota: E, Octava: 4, Velocidad: 31
[12672] Evento: nota encendida, Canal: 1, Nota: G, Octava: 3, Velocidad: 31
[12864] Evento: nota encendida, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[13052] Evento: nota apagada, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[13056] Evento: nota encendida, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[13244] Evento: nota apagada, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[13248] Evento: nota encendida, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[13436] Evento: nota apagada, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[13440] Evento: nota encendida, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[13628] Evento: nota apagada, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[13632] Evento: nota encendida, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[13820] Evento: nota apagada, Canal: 1, Nota: G, Octava: 3, Velocidad: 31
[13820] Evento: nota apagada, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[13824] Evento: nota encendida, Canal: 1, Nota: G, Octava: 3, Velocidad: 31
[14016] Evento: nota encendida, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[14204] Evento: nota apagada, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[14208] Evento: nota encendida, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[14396] Evento: nota apagada, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[14400] Evento: nota encendida, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[14588] Evento: nota apagada, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[14592] Evento: nota encendida, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[14780] Evento: nota apagada, Canal: 1, Nota: G, Octava: 4, Velocidad: 31
[14784] Evento: nota encendida, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[14972] Evento: nota apagada, Canal: 1, Nota: G, Octava: 3, Velocidad: 31
[14972] Evento: nota apagada, Canal: 1, Nota: D, Octava: 4, Velocidad: 31
[14976] Evento: nota encendida, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[15168] Evento: nota encendida, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[15356] Evento: nota apagada, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[15360] Evento: nota encendida, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[15548] Evento: nota apagada, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[15552] Evento: nota encendida, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[15740] Evento: nota apagada, Canal: 1, Nota: E, Octava: 5, Velocidad: 31
[15744] Evento: nota encendida, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[15932] Evento: nota apagada, Canal: 1, Nota: C, Octava: 5, Velocidad: 31
[15936] Evento: nota encendida, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[16124] Evento: nota apagada, Canal: 1, Nota: A, Octava: 3, Velocidad: 31
[16124] Evento: nota apagada, Canal: 1, Nota: A, Octava: 4, Velocidad: 31
[16128] Evento: nota encendida, Canal: 1, Nota: E, Octava: 3, Velocidad: 31
[16320] Evento: nota encendida, Canal: 1, Nota: G#, Octava: 4, Velocidad: 31
[16508] Evento: nota apagada, Canal: 1, Nota: G#, Octava: 4, Velocidad: 31
[16512] Evento: nota encendida, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
[16700] Evento: nota apagada, Canal: 1, Nota: B, Octava: 4, Velocidad: 31
