Encabezado:
	Formato: multipista sincronica
	Numero de pistas: 10
	Pulsos por negra: 384
Pista 0:
	Tama~no: 35
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[0] Evento: metaevento, Canal: 15
[204284] Evento: metaevento, Canal: 15
[204284] Evento: metaevento, Canal: 15
Final de la pista 0.
Pista 1:
	Tama~no: 7970
[0] Evento: metaevento, Canal: 15
[0] Evento: cambio de control, Canal: 0
[0] Evento: cambio de programa, Canal: 0
[0] Evento: cambio de control, Canal: 0
[0] Evento: metaevento, Canal: 15
[0] Evento: cambio de control, Canal: 0
[0] Evento: cambio de pitch, Canal: 0
[1536] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 100
[9600] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 100
[9664] Evento: nota apagada, Canal: 0, Nota: D, Octava: 4, Velocidad: 0
[9696] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 100
[9760] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 0
[9792] Evento: nota encendida, Canal: 0, Nota: F, Octava: 4, Velocidad: 100
[9856] Evento: nota apagada, Canal: 0, Nota: F, Octava: 4, Velocidad: 0
[9888] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 100
[9952] Evento: nota apagada, Canal: 0, Nota: G, Octava: 4, Velocidad: 0
[9984] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 100
[10112] Evento: nota apagada, Canal: 0, Nota: A, Octava: 4, Velocidad: 0
[10176] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 100
[10304] Evento: nota apagada, Canal: 0, Nota: G, Octava: 4, Velocidad: 0
[10368] Evento: nota encendida, Canal: 0, Nota: F, Octava: 4, Velocidad: 100
[10496] Evento: nota apagada, Canal: 0, Nota: F, Octava: 4, Velocidad: 0
[10560] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 100
[10688] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 0
[10752] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 100
[10752] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 100
[10816] Evento: nota apagada, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[10816] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 0
[10848] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 100
[11040] Evento: nota apagada, Canal: 0, Nota: G, Octava: 4, Velocidad: 0
[11136] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 100
[11264] Evento: nota apagada, Canal: 0, Nota: C, Octava: 5, Velocidad: 0
[11328] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 100
[11584] Evento: nota apagada, Canal: 0, Nota: G, Octava: 4, Velocidad: 0
[11712] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 100
[11840] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 0
[11904] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 100
[12032] Evento: nota apagada, Canal: 0, Nota: G, Octava: 4, Velocidad: 0
[12096] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 100
[12352] Evento: nota apagada, Canal: 0, Nota: D, Octava: 4, Velocidad: 0
[12480] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 100
[12608] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 0
[12672] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 100
[12928] Evento: nota apagada, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[13056] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 100
[13312] Evento: nota apagada, Canal: 0, Nota: D, Octava: 4, Velocidad: 0
[13440] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 100
[13696] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 0
[13824] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 100
[13824] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 100
[13824] Evento: nota encendida, Canal: 0, Nota: F, Octava: 4, Velocidad: 100
[14080] Evento: nota apagada, Canal: 0, Nota: A, Octava: 4, Velocidad: 0
[14080] Evento: nota apagada, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[14080] Evento: nota apagada, Canal: 0, Nota: F, Octava: 4, Velocidad: 0
[14208] Evento: nota encendida, Canal: 0, Nota: F, Octava: 4, Velocidad: 100
[14272] Evento: nota apagada, Canal: 0, Nota: F, Octava: 4, Velocidad: 0
[14304] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 100
[14368] Evento: nota apagada, Canal: 0, Nota: G, Octava: 4, Velocidad: 0
[14400] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 100
[14464] Evento: nota apagada, Canal: 0, Nota: A, Octava: 4, Velocidad: 0
[14496] Evento: nota encendida, Canal: 0, Nota: B, Octava: 4, Velocidad: 100
[14560] Evento: nota apagada, Canal: 0, Nota: B, Octava: 4, Velocidad: 0
[14592] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 100
[14720] Evento: nota apagada, Canal: 0, Nota: C, Octava: 5, Velocidad: 0
[14784] Evento: nota encendida, Canal: 0, Nota: B, Octava: 4, Velocidad: 100
[14912] Evento: nota apagada, Canal: 0, Nota: B, Octava: 4, Velocidad: 0
[14976] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 100
[15104] Evento: nota apagada, Canal: 0, Nota: A, Octava: 4, Velocidad: 0
[15168] Evento: nota encendida, Canal: 0, Nota: B, Octava: 4, Velocidad: 100
[15296] Evento: nota apagada, Canal: 0, Nota: B, Octava: 4, Velocidad: 0
[15360] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 100
[15360] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 100
[15616] Evento: nota apagada, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[15616] Evento: nota apagada, Canal: 0, Nota: G, Octava: 4, Velocidad: 0
[15744] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 100
[15744] Evento: nota encendida, Canal: 0, Nota: B, Octava: 4, Velocidad: 100
[15872] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 0
[15872] Evento: nota apagada, Canal: 0, Nota: B, Octava: 4, Velocidad: 0
[15936] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 100
[15936] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 100
[16064] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 0
[16064] Evento: nota apagada, Canal: 0, Nota: A, Octava: 4, Velocidad: 0
[16128] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 100
[16256] Evento: nota apagada, Canal: 0, Nota: G, Octava: 4, Velocidad: 0
[16320] Evento: nota encendida, Canal: 0, Nota: F, Octava: 4, Velocidad: 100
[16448] Evento: nota apagada, Canal: 0, Nota: F, Octava: 4, Velocidad: 0
[16512] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 100
[16640] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 0
[16704] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 100
[16832] Evento: nota apagada, Canal: 0, Nota: D, Octava: 4, Velocidad: 0
[16896] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 100
[16896] Evento: nota encendida, Canal: 0, Nota: F, Octava: 4, Velocidad: 100
[16896] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 100
[17152] Evento: nota apagada, Canal: 0, Nota: D, Octava: 4, Velocidad: 0
[17152] Evento: nota apagada, Canal: 0, Nota: F, Octava: 4, Velocidad: 0
[17152] Evento: nota apagada, Canal: 0, Nota: A, Octava: 4, Velocidad: 0
[17280] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 100
[17280] Evento: nota encendida, Canal: 0, Nota: F, Octava: 4, Velocidad: 100
[17408] Evento: nota apagada, Canal: 0, Nota: D, Octava: 4, Velocidad: 0
[17408] Evento: nota apagada, Canal: 0, Nota: F, Octava: 4, Velocidad: 0
[17472] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 100
[17472] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 100
[17600] Evento: nota apagada, Canal: 0, Nota: D, Octava: 4, Velocidad: 0
[17600] Evento: nota apagada, Canal: 0, Nota: G, Octava: 4, Velocidad: 0
[17664] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 100
[17664] Evento: nota encendida, Canal: 0, Nota: F, Octava: 4, Velocidad: 100
[17664] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 100
[17792] Evento: nota apagada, Canal: 0, Nota: D, Octava: 4, Velocidad: 0
[17792] Evento: nota apagada, Canal: 0, Nota: F, Octava: 4, Velocidad: 0
[17792] Evento: nota apagada, Canal: 0, Nota: A, Octava: 4, Velocidad: 0
[17856] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 100
[17856] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 100
[18112] Evento: nota apagada, Canal: 0, Nota: G, Octava: 4, Velocidad: 0
[18112] Evento: nota apagada, Canal: 0, Nota: D, Octava: 4, Velocidad: 0
[18240] Evento: nota encendida, Canal: 0, Nota: F, Octava: 4, Velocidad: 100
[18240] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 100
[18304] Evento: nota apagada, Canal: 0, Nota: F, Octava: 4, Velocidad: 0
[18304] Evento: nota apagada, Canal: 0, Nota: D, Octava: 4, Velocidad: 0
[18336] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 100
[18400] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 0
[18432] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 100
[18432] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 100
[18560] Evento: nota apagada, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[18560] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 0
[18624] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 100
[18752] Evento: nota apagada, Canal: 0, Nota: G, Octava: 4, Velocidad: 0
[18816] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 100
[18816] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 100
[18816] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 100
[18816] Evento: nota encendida, Canal: 0, Nota: C, Octava: 5, Velocidad: 100
[18944] Evento: nota apagada, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[18944] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 0
[18944] Evento: nota apagada, Canal: 0, Nota: G, Octava: 4, Velocidad: 0
[18944] Evento: nota apagada, Canal: 0, Nota: C, Octava: 5, Velocidad: 0
[19008] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 100
[19008] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 100
[19264] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 0
[19264] Evento: nota apagada, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[19392] Evento: nota encendida, Canal: 0, Nota: G, Octava: 4, Velocidad: 100
[19392] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 100
[19520] Evento: nota apagada, Canal: 0, Nota: G, Octava: 4, Velocidad: 0
[19520] Evento: nota apagada, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[19584] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 100
[19584] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 100
[19840] Evento: nota apagada, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[19840] Evento: nota apagada, Canal: 0, Nota: D, Octava: 4, Velocidad: 0
[19968] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 100
[19968] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 100
[20224] Evento: nota apagada, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[20224] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 0
[20352] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 100
[20352] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 100
[20608] Evento: nota apagada, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[20608] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 0
[20736] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 100
[20736] Evento: nota encendida, Canal: 0, Nota: D, Octava: 4, Velocidad: 100
[20992] Evento: nota apagada, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[20992] Evento: nota apagada, Canal: 0, Nota: D, Octava: 4, Velocidad: 0
[21120] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 100
[21120] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 100
[21376] Evento: nota apagada, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[21376] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 0
[21504] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 100
[21504] Evento: nota encendida, Canal: 0, Nota: G, Octava: 3, Velocidad: 100
[21504] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 100
[22532] Evento: nota apagada, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[22532] Evento: nota apagada, Canal: 0, Nota: G, Octava: 3, Velocidad: 0
[22532] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 0
[23040] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 100
[23040] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 100
[23040] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 100
[23296] Evento: nota apagada, Canal: 0, Nota: A, Octava: 4, Velocidad: 0
[23296] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 0
[23296] Evento: nota apagada, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[23424] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 100
[23424] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 100
[23424] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 100
[23680] Evento: nota apagada, Canal: 0, Nota: A, Octava: 4, Velocidad: 0
[23680] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 0
[23680] Evento: nota apagada, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[23808] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 100
[23808] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 100
[23808] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 100
[24064] Evento: nota apagada, Canal: 0, Nota: A, Octava: 4, Velocidad: 0
[24064] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 0
[24064] Evento: nota apagada, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[24192] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 100
[24192] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 100
[24192] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 100
[24448] Evento: nota apagada, Canal: 0, Nota: A, Octava: 4, Velocidad: 0
[24448] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 0
[24448] Evento: nota apagada, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[24576] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 100
[24576] Evento: nota encendida, Canal: 0, Nota: E, Octava: 4, Velocidad: 100
[24576] Evento: nota encendida, Canal: 0, Nota: C, Octava: 4, Velocidad: 100
[24832] Evento: nota apagada, Canal: 0, Nota: A, Octava: 4, Velocidad: 0
[24832] Evento: nota apagada, Canal: 0, Nota: E, Octava: 4, Velocidad: 0
[24832] Evento: nota apagada, Canal: 0, Nota: C, Octava: 4, Velocidad: 0
[24960] Evento: nota encendida, Canal: 0, Nota: A, Octava: 4, Velocidad: 100
